Latitude,Longitude,Epoch of Most Recent Eruption,UTM Bands,UTM Easting,UTM Northing
44.424862,-121.772905,Late Pleistocene,10T 597676 4919795,597676,4919795
44.379418,-121.779562,Late Pleistocene,10T 597221 4914739,597221,4914739
44.624524,-121.827805,Middle Pleistocene,10T 592988 4941909,592988,4941909
44.597605,-121.797897,Middle Pleistocene,10T 595405 4938953,595405,4938953
44.558424,-121.798507,Middle Pleistocene,10T 595420 4934600,595420,4934600
44.622541,-121.805317,Middle Pleistocene,10T 594775 4941714,594775,4941714
44.592323,-121.801781,Middle Pleistocene,10T 595105 4938362,595105,4938362
44.568214,-121.806589,Late Pleistocene,10T 594762 4935678,594762,4935678
44.591825,-121.792547,Middle Pleistocene,10T 595839 4938317,595839,4938317
44.581083,-121.785215,Middle Pleistocene,10T 596438 4937133,596438,4937133
44.573081,-121.792726,Middle Pleistocene,10T 595855 4936235,595855,4936235
44.636405,-121.842638,Early Pleistocene,10T 591792 4943212,591792,4943212
44.647197,-121.790134,Late Pleistocene,10T 595939 4944471,595939,4944471
44.638464,-121.791659,Late Pleistocene,10T 595832 4943499,595832,4943499
45.003421,-122.297085,Middle Pleistocene,10T 555397 4983570,555397,4983570
44.792214,-121.776662,Middle Pleistocene,10T 596765 4960596,596765,4960596
44.777358,-121.802494,Middle Pleistocene,10T 594746 4958915,594746,4958915
44.791379,-121.80333,Middle Pleistocene,10T 594657 4960472,594657,4960472
44.742702,-121.842489,Late Pleistocene,10T 591637 4955020,591637,4955020
44.785969,-121.777934,Middle Pleistocene,10T 596675 4959901,596675,4959901
44.798348,-121.803061,Middle Pleistocene,10T 594667 4961246,594667,4961246
44.824177,-121.804851,Middle Pleistocene,10T 594483 4964113,594483,4964113
44.812967,-121.80889,Middle Pleistocene,10T 594182 4962863,594182,4962863
44.825724,-121.821757,Middle Pleistocene,10T 593144 4964266,593144,4964266
44.82382,-121.834914,Late Pleistocene,10T 592107 4964039,592107,4964039
44.809362,-121.839812,Middle Pleistocene,10T 591743 4962427,591743,4962427
44.799599,-121.847847,Middle Pleistocene,10T 591123 4961334,591123,4961334
44.85681,-121.776814,Middle Pleistocene,10T 596645 4967771,596645,4967771
44.824559,-121.794955,Middle Pleistocene,10T 595265 4964167,595265,4964167
44.923603,-121.931434,Middle Pleistocene,10T 584331 4975019,584331,4975019
44.948465,-121.751926,Late Pleistocene,10T 598455 4977983,598455,4977983
44.916934,-121.798792,Pleistocene (Ambiguous),10T 594810 4974424,594810,4974424
44.899526,-121.78392,Middle Pleistocene,10T 596013 4972508,596013,4972508
44.902754,-121.753435,Middle Pleistocene,10T 598414 4972903,598414,4972903
44.882548,-121.783847,Middle Pleistocene,10T 596047 4970622,596047,4970622
44.880571,-121.799649,Middle Pleistocene,10T 594802 4970384,594802,4970384
45.005765,-121.871899,Middle Pleistocene,10T 588902 4984209,588902,4984209
44.999432,-121.865128,Middle Pleistocene,10T 589446 4983513,589446,4983513
44.976351,-121.81124,Late Pleistocene,10T 593731 4981010,593731,4981010
45.035535,-121.781967,Early Pleistocene,10T 595940 4987619,595940,4987619
45.013987,-121.776885,Early Pleistocene,10T 596376 4985231,596376,4985231
45.009798,-121.763458,Early Pleistocene,10T 597441 4984782,597441,4984782
42.952518,-122.174454,Late Pleistocene,10T 567340 4755872,567340,4755872
42.953667,-122.179814,Late Pleistocene,10T 566902 4755995,566902,4755995
43.012286,-122.240831,Middle Pleistocene,10T 561866 4762458,561866,4762458
43.00357,-122.195439,Late Pleistocene,10T 565574 4761525,565574,4761525
43.018881,-122.164379,Pleistocene (Ambiguous),10T 568089 4763250,568089,4763250
43.011697,-122.165859,Late Pleistocene,10T 567976 4762451,567976,4762451
42.900837,-122.245003,Late Pleistocene,10T 561637 4750079,561637,4750079
42.906765,-122.233993,Middle Pleistocene,10T 562530 4750745,562530,4750745
42.956809,-122.195055,Late Pleistocene,10T 565655 4756332,565655,4756332
42.837915,-122.097796,Late Pleistocene,10T 573730 4743210,573730,4743210
42.894663,-121.99956,Pleistocene (Ambiguous),10T 581683 4749602,581683,4749602
43.020337,-122.241668,Middle Pleistocene,10T 561790 4763352,561790,4763352
42.994219,-122.280897,Early Pleistocene,10T 558618 4760423,558618,4760423
42.861027,-122.210004,Middle Pleistocene,10T 564536 4745684,564536,4745684
42.864701,-122.188772,Middle Pleistocene,10T 566266 4746109,566266,4746109
42.854543,-122.16673,Middle Pleistocene,10T 568078 4744998,568078,4744998
42.837954,-122.166071,Pleistocene (Ambiguous),10T 568150 4743157,568150,4743157
42.834737,-122.170517,Pleistocene (Ambiguous),10T 567790 4742796,567790,4742796
42.829808,-122.156953,Late Pleistocene,10T 568904 4742260,568904,4742260
42.831231,-122.177893,Late Pleistocene,10T 567191 4742401,567191,4742401
